id	productname
10598	"SET 3 bình hoa H25/21/16cm x M7cm gốm sứ Bát Tràng dáng đu đủ, gốm nâu mộc"
10599	[CỰC RẺ] Táo Xanh Ninh Thuận (loại nhỏ) túi 500g +/- 50g
10600	[Tết] Rượu vang Chateau Dalat Special carbanet Sauvignon chai 750ml
10601	Túi 10 chiếc lì xì mẫu ngang (giao ngẫu nhiên)
10602	Trà Sả Mật Ong Vị Á Golden Farm lọ 450g
10603	Nước ép Tipco vị Táo và trái cây hỗn hợp 40% hộp 1L
10604	Kẹo dẻo xoài chín bóc vỏ Đại Long gói 1kg
10605	Ô mai Mận dẻo đặc biệt Hồng Lam hộp 200g
10606	Bánh gạo One One vị ngọt gói 230gr
10607	Mực Viên Hoa Doanh Gói 200g
10608	[TẾT] Rượu Ballantine's Finest 70cl 40%
10609	[RẺ] Cá thát lát nạo Phạm Nghĩa gói 200g
10610	"0Bánh Hura swissroll Bơ sữa hộp 360g (20 bánh)"
10611	Chả cá hấp Quy Nhơn Thanh Vân gói 200g
10612	[CÓ QUÀ] Nồi chiên không dầu 5.5L Sunhouse SHD4022 tặng Dao làm bếp đa năng Eco Family Sunhouse KS-KN165EK
10613	Thùng 20 túi sữa đậu đen óc chó hạnh nhân Hàn Quốc túi 190ml (bao bì tết)
10614	 [Tết] Set Rồng Phượng (Hộp 2 chai rượu vang Đà Lạt 750ml)
10615	[TẾT] Bánh Goody Gold cao cấp hộp thiếc 450g 
10616	[ THÙNG 24 LON ] Bia trái cây San Miguel vị vải lon 330ml
10617	"Chanh Dây Đà Lạt, Túi 1kg +/-40g "
10618	Bộ 02 cốc nước thấp Amori 350ml (giao màu ngẫu nhiên)
10619	[RẺ] [TẾT] Hạt Macca (mắc ca) Tuấn Đạt hũ 300g
10620	[Nhập khẩu Mỹ] Sữa Rửa Mặt St. Ives Tẩy Tế Bào Chết Quả Mơ Tươi Mát tuýp 170g
10621	[CÓ QUÀ] Tặng 1 gói đậu phộng Sanchi khi mua 1 hũ Ngũ Hạt Thập Cẩm Tài Tài 190g
10622	[CỰC RẺ] Táo Gala Pháp túi 450 - 550g ( 4-5 trái/ túi )
10623	[RẺ] Bánh mềm kiểu Âu Opera vị socola Orion hộp 280g (10P*28g)
10624	Đuôi bò ta tươi ngọt Anfood túi 500gr +/- 25gr
10625	Cá rô phi làm sạch Thủy sản SG Khay 400 - 500g
10626	[ THÙNG 24 CHAI ]  Nước Khoáng Kiềm Thiên Nhiên Vikoda chai 500 ml
10627	[ LỐC 6 CHAI ] Nước khoáng có gas Đảnh Thạnh chanh muối chai 430ml
10628	Rượu vang đỏ Viesta Classic chai 750ml 12%
10629	Trái cây sấy hỗn hợp Cát Khánh lon 200gr
10630	"[RẺ] Chậu Cây Quất Tài Lộc, cao > 30cm"
10631	"Cam Canh Da Rám, túi 3kg +/-100g"
10632	Bánh Hura Swissroll Dâu Bibica hộp Demi 360gr
10633	Túi đựng mỹ phẩm cao cấp Care4u 21.5x8.5x14.5cm
10634	"SET 3 lọ hoa màu trắng vân nhám nổ CAO CẤP, gốm bát tràng H: 25/22/20CM"
10635	[ THÙNG 48 HỘP ] Sữa Tươi Tiệt Trùng 100% sữa tươi Vinamilk hương socola Thùng 48 hộp x 110ml
10636	[TẾT] Kẹo dẻo Boom Mini Mix Orion hộp 200g 16P
10637	Sữa tắm Unicorn White Care 2L
10638	Khô gà xé lá chanh VN-Foods hũ 380gr
10639	[TẾT] Mít sấy giòn Đà Lạt Nutifarm túi 250gr
10640	Bột Rau Câu Dẻo Jelly Rovin 10g
10641	Nước rửa bát Nhật Bản Kao hương chanh can 1250ml
10642	"[RẺ] Chậu Hoa Vạn Thọ Vàng, đường kính > 40cm"
10643	[RẺ] Cá Viên Godaco gói 200gr
10644	Túi bia Sài Gòn Chill - Fanny Bag
10645	Tiêu đen hạt hữu cơ FARMERS Vipep hũ thủy tinh 55g
10646	[TẾT]  Bánh Chocopie Orion hộp 726g 20P ( Có túi giấy )
10647	Serum Sáng Da Tức Thì L'Oreal Paris Glycolic - Bright Instant Glowing Serum 1.0% Glycolic Acid 30ML
10648	Dĩa nhựa trắng TABAFACO (TBP) kích thước 23cm bộ 20 cái
10649	Mắm cá cơm Sông Hương hũ 200g
10650	Sữa Tắm On: The Body Perfume Body Wash Pure Musk Scent 730 G
10651	[TẾT] Combo Tết đong đầy
10652	Nước Cốt Chanh Dây Golden Farm chai 800ml
10653	[RẺ] Khăn giấy rút treo tường cao cấp Top Gia 4 lớp 1000 tờ (250 rút) (KT: 26x13cm) 
10654	"Chanh dây vàng ngọt Gia Lai, túi 500g +/-50g"
10655	Chỉ Nha Khoa Jomi Dental Floss Mint Hương Bạc Hà 50m
10656	Thùng 5 gói bánh da trứng cuộn kem tươi chà bông Gulu
10657	[Giảm 39%] 5 túi gân cá ngừ Vua Biển túi 500gr +/- 25gr
10658	[QUÀ TẶNG] Nước mắm PHÚ QUỐC chỉ dẫn địa lý Huỳnh Khoa - 43 độ đạm chai 80ml
10659	HUỲNH KHOA - Hộp 2 chai 520mlNước mắm PHÚ QUỐC chỉ dẫn địa lý - 40 độ đạm - Cốt nhĩ nguyên chất 
10660	Kimchi cải thảo cắt lát Hi Kimchi hộp 500gr
10661	Thùng 24 lon ROCKSTAR Nước tăng lực lon 250ml
10662	[TẾT] Rượu Chivas Regal 18YO 70cl
10663	Dầu gội Pantene chăm sóc hư tổn chai 300ml
10664	"Nước giặt Surf hương sương mai dịu mát túi 2,9kg"
10665	Combo 2 Táo túi Nam Phi size 150/180/198 túi 3kg (+-100gr)
10666	Dưa món Sông Hương hũ 450g
10667	Tắc Mật Ong Cozy lon 320ml
10668	Màng bọc thực phẩm PVC 30cm x 40m (BAMBOO 200)
10669	[XẢ TỒN - Date 19/1/2025] Phi Lê Ức Gà Không Da Sunny Gold Khay 500g
10670	[XẢ TỒN - Date 20/1/2025] File Ức Gà Không Da Ba Huân vỉ 500g
10671	[XẢ TỒN - Date 18/1/2025] Thịt Vai Heo CP Khay 300g
10672	[XẢ TỒN - Date 18/1/2025] Sườn Non Heo CP Túi 1kg
10673	"Bộ chén dĩa hoa mặt trời nhựa Song Long 4088 (1 chén + 6 dĩa) , 51 x 7cm"
10674	[XẢ TỒN - Date 18/1/2025] Thịt xay heo Vissan 200g
10675	[XẢ TỒN - Date 18/1/2025] Tôm thẻ nõn Alo Fish khay 200g
10676	[XẢ TỒN - Date 18/1/2025] Tai Heo Vissan túi 1kg
10677	[XẢ TỒN - Date 18/1/2025] Mình cá thu Alo Fish khay 300g
10678	[XẢ TỒN - Date 18/1/2025] Thịt Đùi Heo CP Khay 300g
10679	[XẢ TỒN - Date 20/1/2025] Má đùi gà Ba Huân vỉ 500 g
10680	[XẢ TỒN - Date 18/1/2025] Thịt Heo Xay CP Túi 1kg
10681	[XẢ TỒN - Date 18/1/2025] Thịt Xay Heo CP
10682	[XẢ TỒN - Date 25/1/2025] Bánh giò tôm thịt trứng cút LC Foods gói 150g
10683	[XẢ TỒN - Date 18/1/2025] Nạc Vai Heo CP Khay 300g
10684	[XẢ TỒN - Date 20/1/2025] Gan Gà CP khay 500g
10685	[XẢ TỒN - Date 20/1/2025] Đùi gà góc tư Ba Huân Vỉ 500 g
10686	"[XẢ TỒN - Date 20/1/2025] Đùi Gà Tháo Khớp CP, khay 500g"
10687	[XẢ TỒN - Date 18/1/2025] Thịt Thăn Heo CP Khay 300g
10688	[Combo 02 chai] Nước Trái cây Patritti Dark Grape Juice & Golden Muscatel chai 750ml kèm túi giấy
10689	[XẢ TỒN - Date 19/1/2025] Nấm Đông Cô 150g +/-10g
10690	[XẢ TỒN - Date 18/1/2025] Đuôi Heo ăn chay BaF khay 300g
10691	[XẢ TỒN - Date 18/1/2025] Ba Rọi Heo ăn chay BaF khay 300g
10692	[XẢ TỒN - Date 30/1/2025] Sữa Chua Uống Probi Có Đường lốc 5 chai x 65ml
10693	[XẢ TỒN - Date 18/1/2025] Thịt Vai Mềm Heo Vĩnh Tân Khay 400g +/-20g
10694	[XẢ TỒN - Date 18/1/2025] Mỡ Heo Vĩnh Tân Khay 400g +/-20g
10695	"[XẢ TỒN - Date 18/1/2025] Cốt Lết Heo Vissan, túi 500g"
10696	[XẢ TỒN - Date 26/1/2025] Sữa Chua không Đường Đà Lạt Milk 1kg - 226563
10697	[XẢ TỒN - Date 18/1/2025] Thịt Đùi Heo CP Túi 1kg
10698	[XẢ TỒN - Date 20/1/2025] Má Đùi Gà Có Xương Sườn khay TS 500gr
10699	[XẢ TỒN - Date 20/1/2025] Đầu Cánh gà tươi CP khay 500g
10700	[XẢ TỒN - Date 18/1/2025] Mực nang làm sạch Alo Fish khay 250g
10701	[XẢ TỒN - Date 20/1/2025] Phi Lê Má Đùi Gà Không Da Ba Huân Khay 500g
10702	[XẢ TỒN - Date 18/1/2025] Cá mó làm sạch Alo Fish khay 300g
10703	[XẢ TỒN - Date 18/1/2025] Sườn Non Heo Vissan Túi 500g
10704	[XẢ TỒN - Date 20/1/2025] Cánh gà Ba Huân Vỉ 500 g
10705	[XẢ TỒN - Date 20/1/2025] Cánh Gà V CP khay 500g
10706	[XẢ TỒN - Date 18/1/2025] Cốt Lết Có Xương Heo CP Khay 500g
10707	[XẢ TỒN - Date 20/1/2025] Ức gà fillet CP
10708	[XẢ TỒN - Date 19/1/2025] Cánh gà Sunny Gold Khay 500g
10709	Thùng 24 lon bia số 7 BALTIKA lon 450 ml
10710	[XẢ TỒN - Date 20/1/2025] Đùi tỏi gà Ba Huân vỉ 500g
10711	[XẢ TỒN - Date 19/1/2025] Đùi tỏi gà Sunny Gold Khay 500g
10712	[XẢ TỒN - Date 18/1/2025] Thịt Heo Tiện Lợi Vĩnh Tân Khay 400g +/- 20g
10713	[ XẢ TỒN ] Chanh Vàng nhập khẩu túi 400 - 500g
10714	[XẢ TỒN - Date 18/1/2025] Ba Rọi Rút Sườn Heo CP Khay 300g
10715	[XẢ TỒN - Date 20/1/2025] Chân Gà CP Khay 500g
10716	[XẢ TỒN - Date 18/1/2025] Nạc Vai Heo Vĩnh Tân Khay 400g +/-20g
10717	[XẢ TỒN - Date 19/1/2025] Chân gà Sunny Gold Khay 500g
10718	Mắm ruốc chà Sông Hương hũ 430g
10719	[RẺ] Cải Bó Xôi Thuỷ Canh gói 250g +/-10g
10720	[XẢ TỒN - Date 18/1/2025] Sườn Già Heo CP Khay 300g
10721	[XẢ TỒN - Date 21/1/2025] Bánh Giò Nhân Thịt Thọ Phát gói 150g
10722	[XẢ TỒN - Date 18/1/2025] Thịt nạc nọng heo Vĩnh Tân Khay 300g +/- 30g
10723	[XẢ TỒN - Date 19/1/2025] Má đùi gà Sunny Gold Khay 500g
10724	[XẢ TỒN - Date 18/1/2025] Bánh Tét Thập Cẩm Quang Huy cái 500g
10725	[XẢ TỒN - Date 20/1/2025] Đùi Gà rút xương CP khay 300g
10726	[RẺ] Xúc Xích Dinh Dưỡng Vissan Golden 3 gói 198g (6 cây x 33g)
10727	[RẺ] Táo Fuji mini nam phi túi 0.9 - 1kg (+/-100g)
10728	[TẾT] [TẶNG PHỞ GẦU GIÒN] Lốc 5 gói Phở Bò Tái Lăn Đệ Nhất gói 68g
10729	(QUÀ TẶNG) Khăn lau tay nhà bếp có móc treo (giao màu ngãu nhiên)
10730	[QUÀ TẶNG] Trà xanh C2 trà đen hương đào chai 455ml
10731	[RẺ] Sữa Tươi Tiệt Trùng TH True Milk Có Đường Hộp 1L
10732	(QUÀ TẶNG) Khăn lau đa năng microfiber đủ kích thước (25cm*25cm)-giao màu ngẫu nhiên
10733	"[RẺ] Đĩa chấm tròn Song Long 9,4cm 2841"
10734	[RẺ] Cải Thảo bắp 400-600g
10735	Quà tặng Snack Phồng Mực OISHI gói 32g
10736	"Kẹo thạch dinh dưỡng chùm ngây Dragon bổ sung chất xơ, tốt cho hệ tiêu hóa Hộp 750g"
10737	Hạt hạnh nhân rang bơ Cát Khánh 400gr
10738	[RẺ] Khoai Tây Đà Lạt túi 500g +/- 20g
10739	[ Mua 1 tặng 1 ]ĐẦU BẾP TÔM Nước mắm Cốt Nhĩ Tôm không chất bảo quản chai 500ml
10740	[RẺ] [ GIẢM 55% ] Táo Fuji Mini Nam phi túi 2.8 - 3kg (+/-100g)
10741	Đùi Gọ Bò Úc Cắt Lúc Lắc Hưng Ngân Khay 200g +/- 10g
10742	[RẺ] Bắp Mỹ Tách Hạt khay 200g +/-20g
10743	Combo 2 kg cà chua
10744	[TẾT] Mì Tôm Chua Cay Hảo Hảo Thùng 30 gói x 75g
10745	"[RẺ] Rổ nhựa vuông nhỏ đựng rau, đựng đồ đa năng Song Long - size 15.5 x 15.5 x 5.5cm (màu ngẫu nhiên)"
10746	[RẺ] Tương Ớt PET Cholimex chai 270g
10747	"Lọ hoa dáng Chuông màu xanh cổ, vân lạ gốm bát tràng H16x M8cm"
10748	Kem Ủ Dove Phục Hồi Hư Tổn Hũ 500g
10749	Nước lau bếp FiLy chai 600ml
10750	"[RẺ] Ổi Ruby Tiền Giang, vỉ 0.9-1.1 kg +/-50g"
10751	"[RẺ] 2KG Cam Sành Vĩnh Long Nhập Tận Vườn , túi 2 kg +/-100g"
10752	QT Kẹo dẻo BOOM Orion hương NHO gói 25gr
10753	Táo Xanh Ninh Thuận (loại nhỏ) khay 500g +/- 50g
10754	Thịt lợn xiên que Ace foods khay 300gr (kèm sốt ướp và sốt chấm siêu ngon)
10755	Thùng 30 gói mì khoai tây dinh dưỡng Omachi bò hầm gói 80g
10756	[ QUÀ TẶNG ] Nem chua đặc sản CP gói 150gr
10757	"Bình hoa ( cắm cành) dáng đu đủ, mem mộc nâu H28CM - H30CM "
10758	[SÁCH] Giáo Dục Không La Mắng
10759	"[RẺ] Cóc Non Giống Thái, túi 1kg +/-40g "
10760	[RẺ] Nho đen không hạt Mỹ ( Hàng Cont ) hộp 500g (+/-50g)
10761	[RẺ] Gà Fingers Chiên Giòn CP gói 300g
10762	[RẺ] [TẾT] 1 CÀNH ĐÀO ĐÔNG 12 NHÁNH CAO CẤP - TINH TẾ VÀ SANG TRỌNG
10763	[XẢ TỒN] Lê đường xanh túi 2 kg +/- 100gr
10764	Dưa lê vàng kim hoàng hậu quả giòn ngọt từ 600-800gr
10765	Bí Đỏ Hồ Lô Trái Lớn Từ 800-1100gr
10766	NỒI CHIÊN KHÔNG DẦU 5.5L SUNHOUSE SHD4022
10767	[MUA BIA TẶNG ÁO] Bia Saigon Export Premium Lon 330ml tặng 01 Áo Thun Sabeco (Free Size)
10768	Khui đa năng Tân Bách Phát (TBP)
10769	Rau hỗn hợp SG Food gói 500g
10770	[CỰC RẺ] Hạt nêm Ajingon gói 900g
10771	Bát thuyền gà gốm trắng Bát Tràng loại 1 đẹp dày dặn sáng bóng D30x11x17CM
10772	[Quà tặng] Sốt Ông Chà Và gói 90g (mix 8 loại)
10773	Chuối sáp thơm ngon nải 0.7 - 1 kg
10774	"[RẺ] Sapoche Vĩnh Kim Nguyên Cám, túi 1kg +/-50g (7-14 trái)"
10775	[RẺ] Quýt sim rám túi 0.8 - 1kg (+/-200g)
10776	Nho đỏ không hạt nhập khẩu hộp 1kg (+/100g)
10777	[MUA CHUNG] Combo 5 Túi Cam sành Miền Tây Túi 3kg +/-50gr (Mã rám)
10778	[Hàng loại 2] Nho xanh Ninh Thuận hộp 500gr +/- 20gr
10779	Sốt Tiêu Đen Dh Foods chai 200g
10780	[RẺ] Cà Chua Beef Đà Lạt khay 500g +/-20g
10781	 [QUÀ TẶNG] Hộp 2 chú Mèo May Mắn Daruma
10782	Thùng 24 chai trà Olong Tea Plus chai 450ml
10783	[RẺ] [ LỐC 4 HỘP ] Sữa Chua Nha Đam Nutimilk Lốc 4 Hộp x 100g
10784	[RẺ] [TẾT] Bộ 10 bao lì xì hot trend 2025 (8*17cm) 
10785	[RẺ] Kem đánh răng Colgate MaxFresh Rainbow Fresh tuýp 100g
10786	[CỰC RẺ] Mì Siukay Hải Sản ACE gói 128/129g
10787	[CỰC RẺ] Snack Bắp Koimucho Koikeya Vị Bơ Tỏi gói 60g
10788	[CỰC RẺ] Dưa Leo 500g +/-50g
10789	"[CỰC RẺ] Bưởi Da Xanh Lão Bến Tre, trái 0.8-1kg"
10790	[CỰC RẺ] Bánh Giò Nhân Thịt Thọ Phát gói 150g
10791	[RẺ] Cá cam Nhật nguyên con đông lạnh Hoàng Hải 300-500g (1-2 con)
10792	[RẺ] Nước tẩy trắng tẩy mốc Fily chai 525g
10793	"[RẺ] Bộ 05 Hộp Nhựa Vuông Song Long Nhựa PP, Hộp Trữ Đồ Đông An Toàn Tiện Lợi (05 Size Từ 150ml, 300ml, 500ml, 800ml, 1300ml)"
10794	Kem đánh răng trẻ em EQ Tech Junior - Dạng Gel trong suốt Orange 75g
10795	(MUA 2 TẶNG 1) Mua 02 gói băng vệ sinh DIANA COOL FRESH siêu thấm siêu mỏng cánh 8 miếng tặng bó kẹp 01 gói băng vệ sinh DIANA hàng ngày kháng khuẩn 8 miếng - 2405
10796	"Mãng Cầu Tây Ninh, vỉ 0.9-1.1kg"
10797	[RẺ] Sườn Sống Heo Vissan túi 500g
10798	Táo Gala Pháp túi 450 - 550g
10799	"Sữa tiệt trùng Mlekovita I Love Milk 3,5% béo Hộp 1 Lít"
10800	Nho đen có hạt nhập khẩu hộp 400gr +/- 15gr
10801	Nước Giặt Xả Power100 Hương Nước Hoa Quyến Rũ can 3.4KG
10802	Hành Tím Phan Rang gói 300g +/-20g
10803	[RẺ] Táo Juliet Pháp túi 400 - 500g (+/-100g)
10804	Túi lưới lọc rác KT: phi (9x9) cm (+/-10%)
10805	[RẺ] Sườn Non Heo CP Khay 300g
10806	[RẺ] Xương Bộ Heo (10% Nạc) Vissan túi 1kg
10807	[QUÀ TẶNG] Bột Ngọt Vedan Gói 100g
10808	[RẺ] Giấy vệ sinh Saigon Eco 2 lớp lốc 10 cuộn
10809	"[RẺ] Mận An Phước Lai Vung, túi 500g +/-50g (4-7 trái)"
10810	[RẺ] Hộp đựng hành tỏi oval Hokkaido Inochi - Giao màu ngẫu nhiên
10811	[RẺ] Kem đánh răng Colgate MaxFresh Peach Passion tuýp 100g
10812	[QUÀ TẶNG] Nước lau sàn MaxKleen túi 1Kg (màu ngẫu nhiên)
10813	[GIẢM 50%] Combo 3 trái Bí Đỏ Hồ Lô Trái Lớn Từ 800-1100g
10814	Viên tẩy bồn cầu Vim power 5 sạch khuẩn hương Chanh 55g
10815	Đậu phộng tỏi ớt 70g
10816	[RẺ] Túi rác đen Thành Tiến loại trung 55x65cm túi 3 cuộn - 1 Kg
10817	[RẺ] Cà Phê Trung Nguyên Chinh Phục Thành Công S gói 500G
10818	"Kẹo ngậm chanh muối Kingphar thơm mát tăng cường miễn dịch, giảm ho viêm họng Hộp 12 túi"
10819	Đùi tỏi gà Hòa Phát khay 500gr
10820	Táo Dazzle nhập khẩu khay 0.8 - 1 kg 
10821	[CỰC RẺ] Thịt đùi vụn gà CP khay 300g
10822	QT 04 gói Phở Gánh Hà Nội Đặc Biệt Hương Vị Gà Food Deli gói 75gr
10823	Thùng 24 gói Phở Gánh Hà Nội Đặc Biệt Hương Vị Gà Food Deli gói 75gr
10824	Hộp thực phẩm chữ nhật Hokkaido 500ml
10825	[RẺ] Bột tẩy lồng máy giặt Fily Max túi 400g
10826	Hộp nhựa PP Classic 1 lít chống tràn LocknLock - Chịu nhiệt -20 độ C đến 100 độ C HPL817
10827	[RẺ] Chân gà xốt thái Ba Huân 100g
10828	Thịt bò xay HidaFoods khay 250gr +/- 10gr 
10829	[TẾT] [TẶNG MÌ XÀO HẢI SẢN] Thùng 3 Lốc 10 gói Mì Hảo Hảo Tôm Chua Cay gói 75g
10830	[TẾT]  Khánh treo Tết hình đầu lân
10831	Thùng 10kg Thạch trái cây Tokyo
10832	Chảo Inox đa lớp Sunhouse IN26M6
10833	"[GIẢM 30%] Combo 5kg Cam sành da cám Vĩnh Long, túi 5kg +/-100g"
10834	Bọt biển rửa bát xanh tiện lợi HTD
10835	"[TẾT] Mẹt trang trí Tết chữ ""Lộc"""
10836	"Cây lau nhà mini tặng kèm 1 miếng lau thay thế, KT:(16.5x5) cm"
10837	[RẺ] Nước rửa chén Power 100 đậm đặc tinh dầu chanh 1.5kg
10838	[Thùng24] Bia Budweiser chai Aluminum 355ml
10839	Thùng 28 chai Nước khoáng tinh khiết Aquafina chai 500ml
10840	Kiwi vàng nhập khẩu Newzealand Hộp 300gr (+-30gr)
10841	Combo 5 chai Dầu ăn Hướng Dương Nguyên Chất Soviet Oil Chai 900ml
10842	[CỰC RẺ] Khăn ướt Mini Max Cool gói 8 tờ (Giao màu ngẫu nhiên)
10843	[ TẾT ] [ LỐC 6 CHAI ] Nước bù khoáng Revive chanh muối lốc 6 chai 390ml
10844	Trà Cà gai leo Kim Anh túi lọc 50g (2 g x 25 gói)
10845	Sữa tắm Bào Khương Hương Mao SWAN 700 ml
10846	Bông tẩy trang cao cấp Care4u 3 lớp - túi 233 miếng
10847	Thùng 24 chai Trà xanh C2 ổi hồng chanh dây chai 455ml
10848	Bánh Xếp Mandu Thịt Kim Chi H'Food gói 300g
10849	Cánh gà Hòa Phát khay 500gr
10850	Quả quất xanh túi 200gr
10851	Xà bông cục Safeguard trắng tinh khiết 125gx3 (Trắng)
10852	Combo 3 quả Bưởi da xanh Miền Tây quả từ 0.8 - 1 kg
10853	Thùng 48 hộp Sữa lúa mạch hương socola LiF Kun 180ml
10854	Cốt lết heo Nga TPFood khay 200gr +/- 10gr
10855	Thùng 30 gói mì Kokomi 90 chua cay gói 90gr
10856	[RẺ] Sườn Chặt Heo (Sườn Già) Vissan túi 500g
10857	[RẺ] [TẾT] Bánh hỗn hợp Goody Classic Bibica hộp thiếc 175g
10858	[Nhập khẩu Thái] Nước xả vải Comfor hương hoa hồng 500ML (Túi đỏ)
10859	[ TẾT ] [ LỐC 6 CHAI ] Nước bù khoáng Revive muối khoáng lốc 6 chai 500ml
10860	Gel Tẩy Tế Bào Chết Dược Liệu ByATURE Sạch Mụn-Sáng Da 120g Cám Gạo
10861	SET 06 hũ Yến Đông Trùng Kon Tum 06 hũ x 70ml [OCOP]
10862	"Táo Gala Pháp, túi 0.8-1kg"
10863	Mứt dừa sấy giòn Tâm Hữu Dũng gói 50g
10864	Thùng 24 túi Sữa chua uống LiF Kun vị dâu túi 110ml
10865	[SÁCH] Thái Độ Quyết Định Thành Công
10866	[SÁCH] Nghĩ Giàu & Làm Giàu (Khổ Nhỏ)
10867	[SÁCH] Thái Độ Sống Tạo Nên Tất Cả
10868	Khăn giấy rút cao cấp Ichino gói 250 tờ 3 lớp
10869	[ TẾT ] [Thùng 24 chai] Nước Khoáng Thiên Nhiên Lavie chai 500ml ( Có Trúng Thưởng )
10870	Đèn pin xách tay 2 chức năng Sunhouse SHE-8100
10871	Hộp đựng hành tỏi tròn Hokkaido (giao màu ngẫu nhiên)
10872	[Lốc 6] Bia Hoegaarden rosée chai 248ml
10873	[Lốc 6] Bia Bỉ Hoegaarden Peach Lon 500ml
10874	Xịt phòng Pure Air- hương hoa anh đào chai 280ml
10875	"Quà tặng Hộp 10 lọ Collagen S Select tăng độ đàn hồi da, giúp da căng mịn hộp 10 lọ x 50ml"
10876	" (MUA 1 TẶNG 1) Hộp 10 lọ Collagen S Select tăng độ đàn hồi da, giúp da căng mịn hộp 10 lọ x 50ml Date 5/2025"
10877	Mua 1 thùng Nước ion kiềm Ocany chai 1.5L tặng 1 lốc nước tăng lực HYRO lon 240ml
10878	Nem nướng Nha Trang LC Foods gói 250g
10879	[THÙNG 48 HỘP] Sữa Uống Lên Men Tiệt Trùng Lothamilk Hương Cam Hộp x 180ml
10880	[ Mua chung ] Combo 3 khay thịt ức phile gà CP khay 500gr
10881	Bánh xếp hải sản Godaco gói 300g
10882	[MUA 1 TẶNG 1] Cá hồi Nauy phi lê nhập khẩu đông lạnh Mr.Fish khay 200g +/- 10g (có da) tặng Xương cá hồi 500g
10883	(không mở đang chạy hàng kẹp) Nước giặt OMO Matic Khử Mùi Thơm Thư Thái Cửa Trước 3.6kg
10884	[ TẾT] [ LỐC 6 CHAI ] Trà Ô Long Tea Plus lốc 6 chai x 450ml
10885	SURF Nước Giặt Hương Cỏ Hoa Diệu Kì 4Kg
10886	Nhỏ Mắt KYOTO EYESMAX Việt Ý (Chai 15ml)
10887	Bột làm kem cheese BKB gói 500gr
10888	Sữa Rửa Mặt Dược Liệu ByNATURE Sạch Mụn-Sáng Da 120g Cám Gạo
10889	(QUÀ TẶNG) Phù trúc nhập khẩu Sifu Seafood Fuchuk gói 300gr
10890	[QUÀ TẶNG] Snack Bí Đỏ Vị Bò Nướng OISHI gói 32g
10891	Kẹo dẻo Popit thiên thạch vị dâu gói 50g
10892	Lốc 3 hộp Sữa yến mạch vị socola OATSIDE 
10893	Nước rửa chén Fily hương bạc hà chai 750g
10894	Hạt Nêm Maggi Nấm Hương Gói 200g
10895	[Mua 1 tặng 1] Mua Chả cá kiểu HQ 500g tặng Sốt Tokbokki vị truyền thống (sốt tương ớt) HQ Green Food 230g
10896	Bánh snack Ostar vị kim chi Hàn Quốc gói 60gr
10897	[TẶNG NƯỚC TƯƠNG ĐỒNG TIỀN 500ML] Mì Kokomi 90 Tôm Chua Cay thùng 30 gói 90g
10898	[Quà tặng] Nước sâm (không ga) nhãn hiệu WON KI SAM-D lon 180ml
10899	Combo 6 lon Nước sâm (không ga) nhãn hiệu WON KI SAM-D lon 180ml
10900	Gạo ST25 Vinafoco túi 5kg
10901	Thùng 24 lon bia số 9 BALTIKA lon 450ml
10902	[XẢ TỒN - Date 03/01/2025] Giò sống Gà CP khay 200g
10903	[XẢ TỒN - Date 04/01/2025] Đùi cánh gà tươi CP khay 300g
10904	Mini Mì trộn phô mai Ottogi gói 75gr
10905	Thùng 30 gói Khăn giấy rút Top gia 4 lớp gói 300 tờ (giao màu ngẫu nhiên)
10906	"CSC554- Thớt nhựa Lock&Lock kháng khuẩn hình con heo, viền Silicon, 355*270*8mm - Màu hồng"
10907	COMBO Vỏ gối nằm vải Kate (40x60cm) và Ruột gối hơi bông (40x60cm) Kiến Vinh
10908	[XẢ TỒN - Date 02/01/2025] Thịt Vai Heo CP Khay 300g
10909	"[XẢ TỒN - Date 02/01/2025] Bánh Canh Gạo Ba Khánh, gói 500g"
10910	"[XẢ TỒN - Date 02/01/2025] Chân Giò Heo Vissan, túi 500g"
10911	[XẢ TỒN - Date 02/01/2025] Bánh Canh Xắt Ba Khánh gói 500g
10912	[XẢ TỒN - Date 04/01/2025] Cánh Gà CP khay 300g
10913	[XẢ TỒN - Date 04/01/2025] Đùi tỏi gà Ba Huân vỉ 500g
10914	[XẢ TỒN - Date 04/01/2025] Đùi Tỏi Gà CP Khay 300g
10915	[XẢ TỒN - Date 04/01/2025] Gà cắt miếng CP khay 300g
10916	"[XẢ TỒN - Date 04/01/2025] Xương Gà CP, gói 1kg"
10917	[XẢ TỒN - Date 02/01/2025] Nạc Heo Xay Vĩnh Tân Khay 300g
10918	Bánh hỗn hợp Goody Classic Bibica hộp 175gr
10919	Thùng 30 gói Phở bò Đệ Nhất Acecook gói 68gr tặng 6 gói phở gà đệ nhất
10920	Củ Lùn túi 500g +/-20g
10921	[XẢ TỒN - Date 04/01/2025] Ức Gà Có Xương Ba Huân Khay 500g
10922	[XẢ TỒN - Date 02/01/2025] Ba Rọi Heo CP Khay 300g
10923	[XẢ TỒN - Date 03/01/2025] Nạc dăm (Nạc vai giòn) Heo ăn chay BaF Khay 300g
10924	"[XẢ TỒN - Date 04/01/2025] Đùi Gà Tháo Khớp CP, khay 500g"
10925	[Quà tặng] Combo 5 gói Cháo tổ yến Queennest Thịt bằm 50gr
